text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
"'""دابا في المغرب كاين غير صايتي و الاشباح و صحاب البزولة و البيجيدي '",negative,negative,negative,negative,positive,negative,negative,positive,negative
'المغرب ضاع لا أمل للشباب و لامكان للطموح',negative,negative,negative,negative,positive,negative,negative,positive,negative
'إلى متى سنسكت الم يحن الوقت لرفض هذا الواقع المرير؟',negative,negative,negative,negative,negative,negative,negative,positive,negative
"'كفانا استغلالا لخيرات بلادنا كفانا من القهر.""'",negative,negative,negative,negative,positive,negative,negative,positive,negative
"'شعب حافظ مافاهمش""'",negative,negative,negative,negative,positive,negative,negative,positive,positive
'ﻨﺖ ﻳﻮﻡ ﺍﻟﺜﻼﺛﺎء',negative,negative,negative,negative,positive,negative,negative,positive,positive
'و لا توجد في واقعنا المرير',negative,negative,negative,negative,positive,negative,negative,positive,negative
"'""العدالة توجد فقط في الشعارات و البرامج التلفزية'",negative,negative,negative,negative,positive,negative,negative,positive,positive
'هداك لي حداك  اكبر تمساح',negative,negative,negative,negative,positive,positive,positive,positive,positive
'يبقى غير ذي مصداقية ، ومن يغض الطرف عن الفاسدين ، متواطئ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'معهم ، وبالتالي فهو فاسد ، لكونه خان الامانة .',negative,negative,negative,negative,positive,negative,negative,positive,negative
'من طرف من تمت عرقلتها؟ صوت عليكم الشعب للإصلاح وليس لكي تقول تمت عرقلتها...',negative,negative,negative,negative,negative,negative,negative,positive,negative
'وما هو دوركم إذن ؟',negative,negative,negative,negative,positive,negative,negative,positive,negative
"'إذا لم  تستطيعو وأنتم على رئاسة الحكومة  إفتحو المجال لمن يستطع وقدمو استقالتكم خير لنا ولكم""'",negative,negative,negative,negative,positive,negative,negative,positive,negative
"'""#مصير_خريجي_البرنامج_الحكومي__إطار_تربوي_مسؤولية_رئيس_الحكومة'",negative,negative,negative,negative,negative,negative,negative,positive,negative
'#لا_لقمع_الأطر',negative,negative,negative,negative,positive,negative,negative,positive,negative
'#لا_للتلاعب_بمصير_الأطر #نعم_للإدماج #نندد_بالقمع_الذي_تتعرض_له_الأطر_التربوية_و_الإدارية #نحن_خريجو_المدارس_العليا_للأساتذة_لنا_الحق_في_الإدماج',negative,negative,negative,negative,negative,negative,negative,positive,negative
'#لا_للقمع #المعركة_بدأت_المعركة_بدأت',negative,negative,negative,negative,negative,negative,negative,positive,negative
'#كفى_من_العبث',negative,negative,negative,negative,positive,negative,negative,positive,positive
"'#لا_لتكوين_ثان_بالمراكز""'",negative,negative,negative,negative,positive,positive,negative,positive,positive
'فالحقيقة من الأحسن تبقي رئيس الحكومة حيث إحساس لي عندي كيقول إلي مبقاش الحزب ديالكم فالرءاسة .. غادي توقع شي حاجة ! نتوما بعدا كتحسوا بالفقير حيث كبرتوو مع الفقراء   .. ..الله يوفقكم علي فعل الخير وتحياتي',negative,negative,negative,negative,positive,negative,negative,positive,positive
"'""#مصير_خريجي_البرنامج_الحكومي__إطار_تربوي_مسؤولية_رئيس_الحكومة'",negative,negative,negative,negative,negative,negative,negative,positive,negative
'#لا_لقمع_الأطر',negative,negative,negative,negative,positive,negative,negative,positive,negative
'#لا_للتلاعب_بمصير_الأطر #نعم_للإدماج #نندد_بالقمع_الذي_تتعرض_له_الأطر_التربوية_و_الإدارية #نحن_خريجو_المدارس_العليا_للأساتذة_لنا_الحق_في_الإدماج',negative,negative,negative,negative,negative,negative,negative,positive,negative
'#لا_للقمع #المعركة_بدأت_المعركة_بدأت',negative,negative,negative,negative,negative,negative,negative,positive,negative
'#كفى_من_العبث',negative,negative,negative,negative,positive,negative,negative,positive,positive
"'#لا_لتكوين_ثان_بالمراكز""'",negative,negative,negative,negative,positive,positive,negative,positive,positive
"'لماذا لاتقبلون النقد ولو كان بنائا؟؟""'",negative,negative,negative,negative,positive,negative,negative,positive,negative
'فالشعب غاضب',negative,negative,negative,negative,positive,negative,negative,positive,positive
"'#صامدون صامدون لمطرح النفايات رافضون#*""'",negative,negative,negative,negative,positive,negative,positive,positive,positive
"'""السي بنكيران واش كتمثل الشعب ؟'",negative,negative,negative,negative,positive,negative,negative,positive,positive
'الله عليك يا ولد الشعب ',negative,negative,negative,negative,positive,positive,negative,positive,negative
'علاش كاين استقرار في المغرب بلا خبار الشعب ',negative,negative,negative,negative,positive,negative,negative,positive,positive
"'ممكن اسي بن كيران تجي تضرب شي دورة فسلا مورا ولا مع العصر !""'",negative,negative,negative,negative,positive,negative,negative,positive,negative
'وشكون غدي تقيس الاغنياء ضحك على لي مكيعفكش',negative,negative,negative,negative,positive,negative,negative,positive,negative
'عليكم اللعنة',negative,negative,negative,positive,positive,positive,negative,positive,positive
'حزب الخراية والبراضة',negative,negative,negative,negative,positive,negative,negative,positive,negative
'غديين اصلحو الفقراء بشي مصلوح سخون لي مكواه احرقو',negative,negative,negative,negative,positive,negative,negative,positive,negative
'بحال اصلاح صندوق المقاصة بالنسبة للمحروقات',negative,negative,negative,negative,positive,negative,negative,positive,positive
'وا سير كدب على امك',negative,negative,negative,negative,positive,negative,negative,positive,negative
'المازوط راه خريتو فيه',negative,negative,negative,negative,positive,negative,negative,positive,negative
'حرف السين يدل على الفشل',negative,negative,negative,negative,positive,negative,negative,positive,negative
'هكذا قال سلفكم من قبل تشابهت قلوبكم وأقوالكم',negative,negative,negative,negative,positive,negative,positive,positive,positive
'راهم ولفوا النعاس ولخلاص',negative,negative,negative,negative,positive,negative,negative,positive,negative
"'""المشكل سيد رءيس الحكومة هو انه حتى ذكر الله ما عندهومش الحق فيه'",negative,negative,negative,negative,positive,negative,negative,positive,negative
'هل تعلم أن الحكومة بدأت بنية محاربة الفساد وانتهت بمحاربة المييييييييكا',negative,negative,negative,negative,positive,negative,negative,positive,negative
'وعدتنا بمحاربة الفساد ....ونجحت في محاربة الميكا .....هدا يسمى نفاق ونصب ويجب ان تعتدر للشعب',negative,negative,negative,negative,negative,negative,negative,positive,negative
'بعتو فينا وشريتو ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'النهار الاول غادين بالبارتنير و دابا وليتو باغين المرسيدس و الكات كات ',negative,negative,negative,negative,positive,negative,negative,positive,positive
"'تنا تصيدت فيكم المرة الاولى انشاء الله ماباقيش نعاود""'",negative,negative,negative,negative,positive,positive,positive,positive,positive
' اللهم اغثنا بقنوات تساعد على توعية الأمة لا لجهلها و انحرافها... اللهم آمين ',negative,negative,negative,negative,positive,positive,positive,positive,negative
'مزبلة إيطالية ',negative,positive,positive,positive,positive,positive,positive,positive,positive
'والهدف من ذلك هدم أخلاق المجتمع وذلك من خلال برامجها التافهة والساقطة',negative,negative,negative,negative,positive,negative,negative,positive,negative
'لا اظن ان الشعب المغربي يتابع برامج 2m من الافظل اغلاقاها ولكم واسع النظر ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'اتقو الله في انفسكم اليوم الدنيا وغدا الآخرة سوف تحاسبون على كل شي ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'كنّا نامل في حكومة بنكيران التغيير ولاكن غيرتم جيوبكم من الاسوء الى الأفضل ',negative,negative,negative,negative,positive,negative,positive,positive,negative
"'هذا عار هذا عار المغرب في خطر نريد التغيير ( زيرو حشيش زيرو بطالة زيرو خمر زيرو قرقوبي زيرو باك صاحبي زيرو رشوة زيرو أفلام اباحية زيرو موازن زيرو تبذير أموال الشعب )""'",negative,negative,negative,negative,positive,negative,negative,positive,negative
'وثائق من المحكمة الأوروبية تدين الجمهورية الإيطالية وتلزمها بأداء غرامات كبيرة للإتحاد الأروربي ،حيث تعترف الجمهورية الإيطالية بخطر هذه النفايات على صحة الإنسان والبيئة ،وتدين المحكمة الأوروبية الجمهورية الإيطالية بعدم ٱلتزامها بشروط السلامة والصحة في معالجة هذه النفايات ،وهذه النفايات منذ وهي مخزنة في أماكن خاصة ولم يكن باٌستطاعة أي معمل إيطالي معالجتها ، لماذا اليوم نفايات إيطاليا بالمغرب بالضبط؟‼ بارطاجي يا مواطن وٱفضخ الخونة المفسدون،،',negative,negative,negative,negative,positive,negative,negative,positive,negative
"'""واقلا هادك البنت لي خدامات في الامانة العامة ماشي بنتك ولا مافي راسكش انها بنتك'",negative,negative,negative,negative,positive,negative,negative,positive,negative
'و ولدك لخدا جوج المنح ما فراسكش راه ولدك الحاصول الله ينعل لي ما يحشم ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'والمسلسلات التركيه عندكوم الميزانية ديالها والله مبقيتو تحشمو رآه كاع البرنامج لى نتومه تحصرو علا عدم تصويرها لا تعنينا فشيء غير سدوها كاع وهنيونا من تبرزيتكوم مع احترامي العملين بيها أما برمجه لا علاقة لها بالمواطن المغربي',negative,negative,negative,negative,positive,negative,negative,positive,negative
'نتمنى ذالك على اعتبار أن برامج القناة لا تصلح لبلاد المسلمين وتساهم في تذني أخلاق الشباب المغربي ',negative,negative,negative,negative,positive,negative,positive,positive,negative
' انا شخصيا محمد 2002 مابقايتش تانتفرج فيها ',negative,negative,negative,negative,positive,negative,negative,positive,negative
' انا في اعتقادي انا هده القناة لا تستحق البقاء لانها خلقت خصيصا لضر ب عروبة هدا البلد. ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'.أكرم للقناة إقفال أبوابها ﻷن معظم الناس يشاهدون قنوات أجنبية ',negative,negative,negative,negative,positive,negative,positive,positive,positive
' حبدا لو توقفت هده القناة بصفة نهاءية . افلام ومسلسلات مخربة للعقول . اشهار للقمار . برامج تافهة تساهم في الانحطاط الخلقي خاصة لدى الشباب ',negative,negative,negative,negative,positive,negative,negative,positive,negative
' اموال طاءلة تصرف على برامح تافهة . سرقة . تحرش . وما خفي اعظم باختصار قناة تجسد كل اوجه الانحطاط ولا علاقة لها لا من قريب ولا من بعيد مع رسالة الاعلام النبيلة ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'لينا مسلسلات ركيكة كسامحيني وامثاله لاتستحق البقاء مطلقا مطلقا فمزيدا من الغرق ',negative,negative,negative,negative,positive,negative,positive,positive,positive
'. أنا شخصيا قاطعت القناة من زمان ولم يعد أحد في بيتي يشاهدها',negative,negative,negative,negative,positive,negative,negative,positive,negative
'ماذا قدمت هذه القناة للمشاهد حتى يتعاطف معها؟انها انهكت وامتصت جيوب المواطنين من دون جدوى.نريد برامج هادفة لا مائعة تدمر ثقافتنا وهويتنا.و',negative,negative,negative,negative,positive,negative,negative,positive,negative
'قناة تأسست لتحليل المجتمع المغربي وإفساده بدعم من جهات أجنبية ذات أهداف ماسونية ',negative,negative,negative,negative,positive,negative,negative,positive,positive
' سبب افساد دوزيم هو الافلام الاباحية وافساد المغاربة من بنات .نساء الا الشيوخ الكبار فيرفعون اكفهم للدعاد على جوج ميمات ميم الاولى مغرب وميم الثانية مصطي ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'إن جل البرامج التي تعرضها القناة الثانية تدعوا فيه إلى السفور وإلى العري والتميع',negative,negative,negative,negative,positive,negative,positive,positive,positive
'ميزانية بالملايير و برامج اكثر من تافهة. والله لو تم النبش في كواايس هده القناة لرايتم العجب العجاب ولسمعتم ما لن يصدقه عقل . ولكن من يدري ربما انشات هده القناة اصلا لهدا الهدف . ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'هذه نتيجة دعوات المغاربة على 2m. تريد افساد المجتمع وتدعم كل ما كان مخالفا لقيم المغاربة... ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'تفلس القناة الثانية او لا تفلس فهي لا تصلح لشيء .فالقناة التي تكرس الجهل والامية في اوساط الشباب ببرامجها المتعفنة ومساسلاتها المكسيكيكية المدبلجة بالدارجة',negative,negative,negative,negative,positive,negative,negative,positive,negative
'تصبحون على رئيس حكومة ديال بصح ماشي دبلعاني ـ مايسة',negative,negative,negative,negative,positive,negative,negative,positive,negative
'ايها الوزير الاول أمسك وزرائك علينا فبين الفينة والأخرى تصدر منهم إشارات عنصرية غريبة جدا',negative,negative,negative,negative,positive,negative,negative,positive,positive
"'""الاقدار الله الحزب اصلا والمعصرة تحكم فى البرلمان سيكون المغرب والشباب المغربى امام طريق سريع الى المجهول فى جميع المجالات خصوصا فيما يتعلق بالمخدرات لى انا الحشيش يدمّر خلايا الدماغ ويُضعف المناع'",negative,negative,negative,negative,positive,positive,negative,positive,negative
'اتمنى من الوطن ان يكون غفورا رحيما.',negative,positive,positive,negative,positive,negative,positive,positive,positive
'لقد تم تمييع حقوق الانسان بالمغرب....الانسان يرتكب جرائم خطيرة ويتآمر على النظام ويروع الآمنين.... ولايلعب دور الحية والجمعيات الحقوقية تسانده!!!! ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'طلقو ولاد الناس وكفى من الظلم. ما لقيتو باش تعمرو الحباسات. المجرمين والمفسدين والمرتشيين مهرقين من ما دوزتي الله يهدينا ويهديكم لما فيه الخير لهذا الوطن.',negative,negative,negative,negative,positive,negative,negative,positive,negative
'الكاتب يدعو الى بدعة جديدة : ديمقراطية القدر. ان ان اعتقاده بالقدر مشوش ',negative,negative,negative,negative,positive,negative,positive,positive,positive
'هذه القناة هي اصلا قاطعها المغاربة لانحرافها عما هو موكول لها.ففي افلاسها ليس خسارة للمغاربة بل تحررا من البرامج المدمرة',negative,negative,negative,negative,positive,negative,negative,positive,positive
'نحن نتديل الامم في كل شيء ولن نتقدم ابدا ما دمنا نحافظ على معتقدات وخرافات صحراء الحجاز منذ 1400 سنة ونحاول ان نطبقها في حياتنا اليومية في 2017، فيقو يا البشر راه الدين اللي كتدافعو عليه هو اكبر عدو لكم ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'سيلعنوك أيها الملعون ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'أشعر معه بعد كتابة هذه الكلامات باليأس..',negative,negative,negative,negative,positive,negative,positive,positive,positive
' لماذا العرب لا يفلحون إلا في الشعارات والتنديدات أما القرارات الموحدة والصائبة يفشلون فيها ؟ كم حلمنا بقرارات موحدة جريئة !!!لك الله يا قدس!لك الله يا فلسطين ! ',negative,negative,negative,negative,positive,negative,negative,positive,positive
' ها أنتم خرجتم و سرختم و شاهدناكم في التلفاز و ستخرجون يوم الاحد و ستقومون بنفس الشئ و السؤال المطروح مادا بعد هل هناك من يستطيع الأجابة على هدا السؤال؟؟؟؟ ',negative,negative,negative,negative,positive,negative,negative,positive,negative
' نحن بخير نتمتع بحميع حقوقنا، من حيث التعليم و الصحة... ينقصنا فقط الدفاع عن القضية الفليسطينية ',negative,negative,negative,negative,positive,negative,negative,positive,negative
' اكبر صهيوني في العالم هو الخنزير طرامب',negative,negative,negative,negative,positive,negative,negative,positive,negative
' غذا امام الله سنحاسب فماذا قدمت للقدس لاشئ غير التعليقات التافهة ',negative,negative,negative,negative,positive,negative,positive,positive,positive
' مايجري سببه حكام العرب باعوا اوطانهم لامريكاواسرائيل لكي يتركوهم علي كراسي الذهبية . ',negative,negative,negative,negative,positive,negative,negative,positive,negative
' يخي يخي كفانا هزلا وبكاءا نحن لا نصنع حتى ابرة.فقط نكثر من البكاء والصراخ والنبح كالكلاب التي لا تعض',negative,negative,negative,negative,negative,negative,negative,positive,negative
' حين نستطيع أن نكتشف ونصنع وتكون لدينا إكتفاءا ذاتيا علميا وصناعيا وثقافيا وحربيا يمكن لنا المطالبة بالحقوق والخروج للتنديد. ما عدا ذلك كل شيء ضحك على الدقون ',negative,negative,negative,negative,positive,negative,negative,positive,negative
' مجرد مزايدات سياسوية بئيسة نحن العرب بعنا القدس يوم استقبلنا ترامب في السعودية بالاحضان خوفا على كراسينا الوثيرة وقدمنا له كل ما لذ وطاب من الصهيوني الحقيقي دعونا من هذه الخرجات الصبيانية واقعنامر مر مر مر ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'  حكام العرب والمسلمون هم السبب المباشر لحال فلسطين والقدس والجولان والخراب في مختلف البلدان العربية الاسلامية',negative,negative,negative,negative,positive,negative,negative,positive,negative
'  اينكم يا محتجون لحال المغاربة الذين يموتون بالبرد والعطش والجوع والمرض? ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'  اجسادكم على ارض المغرب وعقولكم وبوصلتكم موجهة نحو الشرق',negative,positive,positive,negative,positive,negative,positive,positive,positive
'  خارجو رجعو سبتة و مليلية الي فبلادكم عجيب ضامنو مع زاكورة الريف أما مريكان راهي الراعي الأول للعالم ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'فاللهم صبراً على مالم نحط به خبراً',negative,negative,negative,negative,positive,negative,negative,positive,positive
'لك الله يا أقصى أما المسلمون فهم نيام في سباتهم الذي طال ولن ينتهي',negative,negative,negative,negative,positive,negative,negative,positive,negative
'كلنا خائنون',negative,positive,positive,negative,positive,positive,negative,positive,positive
'كبر مقتا عند الله ان تقولون مالا تفعلون. ',negative,positive,positive,negative,positive,negative,positive,positive,positive
'عذرا يا رسول الله فقد فرطنا فى أولي القبلتين وثالث الحرمين 😥',negative,negative,negative,negative,positive,negative,positive,positive,positive
'عذرا يا عمر لقد ضيعنا الأمانة',negative,negative,negative,negative,positive,negative,positive,positive,negative
'يا صلاح الدين أخبرهم أنه لم يعد رجال فى المسلمين',negative,negative,negative,negative,positive,negative,positive,positive,positive
'لكى الله يا قدس لكي الله فنحن أمة كغثاء السيل',negative,negative,negative,negative,positive,negative,positive,positive,negative
'ستبقى القدس عاصمة فلسطين #',negative,positive,positive,negative,positive,positive,positive,positive,positive
'واضم صوتي لصلاح وللتمسماني القح حتى يعطى لنا حقنا من ثروات هده التيرا تلك الاثناء سيكون لنا نضر',negative,negative,negative,negative,positive,negative,negative,positive,positive
'حتى اجد الشغل و الكرامة و الحرية و...... حينها ا فكر في الصحراء.هدا الامر لا يهمني اطلاقا.و شكر',negative,negative,negative,negative,positive,negative,negative,positive,positive
'الصحراء في عيون المغاربة والحوت والفوسفاط لي فيها في عيون المخزن وخدام الدولة ومن يحمي عليهم ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'رحم الله الفقيد القدافي',negative,positive,positive,negative,positive,positive,positive,positive,positive
'حسبنا اله و نعم الوكيل اللهم انصر اخواننا في فلسطين و اضعف كيد الصهاينة الكافرين و يا قدس كنت وما تزالين و ستضلي ان شاء الله عاصمة فلسطين هدا وعد الله و صدق الله وعده',negative,positive,positive,positive,positive,positive,positive,positive,positive
'يا حكام العرب غادي تبقاو ديما ظعفاء ومذلولين ومكروهين الى الابد',negative,negative,negative,negative,negative,negative,negative,positive,positive
'شمايت ا مش ارجال انا وليت كنحشم نقول انا عربي والله دبا غاد تولي كلمة عربي فالغرب هي شماته',negative,negative,negative,negative,positive,negative,negative,positive,negative
'ماكان ترامب ليأخذ هذا القرار لولا الضوء الاخضر من بعض حكام العرب وخاصة محمود عباس والمحيطين به وبذلك يكون قد عرى عوراتهم ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'السبب هو تشتت العرب والمسلمين وانشغالهم بالتناحر في مابينهم. ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'هذا ما يستهل العرب.هذه الا البداية .يتركون المساجد فارغة و يخرجون بالشعارات و والوقفات في الشوارع ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'اتفقا العرب على ان لايتفقوا هدا هو حال العرب اما من ناحية سلالة قريش ال سعود لقد دمروا الامة الاسلامية كثرة اموالهم وطاحت كرامتهم ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'شاء من شاء وآبى من آبى ..',negative,positive,positive,positive,positive,positive,positive,positive,positive
'الله يرحمه على هاد الجملة. .إنه العرب ما متافقينش وما كتجمعهم حتى حاجة سوى القاعة',negative,positive,positive,negative,positive,negative,positive,positive,positive
'طريقة توقيع ترامب ابغضتني اكثر و كانه يوجه صفعة الى كل حكام العرب٠',negative,negative,negative,negative,positive,negative,negative,positive,negative
'كل من يريد الدفاع عن القدس يستطيع مقاطعة المنتجات الأمريكية دون انتظار قرار دولته ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'،في الأخير لك الله سبحانه وتعالى يا فلسطين ويا قدس ولا حول ولا قوة إلا بالله العلي العظيم. ',negative,positive,positive,negative,positive,positive,negative,positive,positive
'كيف لا يعلن ترامب القدس عاصمة لإسرائيل ومعظم الحكام العرب في سبات عميق لا يهمهم سوى الحفاظ على كرسي الحكم وتكديس الثروات على حساب شعوبهم المقهورة،',negative,negative,negative,negative,positive,negative,negative,positive,negative
'كرامة الوطن اولا ',negative,negative,negative,negative,positive,positive,negative,positive,positive
'لحم الا خناز تهزوه ماليه الا بغا ارجع مع الهوات مرحبا ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'يا بني ، لقد فاتك القطار ، كونا منتخب بدونك وحتي وإن انهزم فلا بأس. ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'ستندم على هادا يا منير الحدادي . من صنع منك الاعب',negative,negative,negative,negative,positive,negative,negative,positive,negative
'ن لا ترغب أن تلعب مع الأسود ! الأسبقية و المشاركة لمن له غيرة و قتالية على بلده و لمن شارك في الاقصاءيات و ليس لانتهازي اختار للعب لبلد آخر !!',negative,negative,negative,negative,positive,negative,negative,positive,positive
'منير الحدادي لاعب بدون روح وطنية ،',negative,positive,positive,negative,positive,negative,positive,positive,positive
'من خلال تحركاته هذه احب ان يرفعو اسهم برصته فقط .',negative,negative,negative,negative,positive,negative,negative,positive,positive
'لا نريدك . تحمل نتيجة اختيارك لأنك ليس وطني حر و طماع تريد استغلال تواجد المغرب في المونديال للرفع من اسهمك للفت أنظار البارسا .لا ثم لا للخونة',negative,negative,negative,negative,positive,negative,positive,positive,positive
'الجمهور المغربي لا يشرفه ان تكون بين لاعبي المنتخب ولو كنت احسن من مراضونة..وحتى لو كنت متواجد سيكرهنك وهدا من حقهم لانك تعاليت و تجبرت عندما طلبو منك اللعب للمنتخب المغربي ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'لا نريد اي لاعب اخر في المنتخب..يكفي المشاركة بلاعبين الدين تحملو عبىء الاقصائيات.فلا يعقل ان يشارك لاعب في الاقصائيات حتى يحقق الهدف و يىأتي بلاعب اخر مكانه الى المنديال. ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'تا لاحوك عاد تفكارتي بلادك؟ الله ينعل لي مايحشم',negative,negative,negative,negative,positive,negative,negative,positive,negative
'لا ثم لا ثم لا لا يجب قبوله ف يالفريق الوطني',negative,negative,negative,negative,positive,negative,negative,positive,positive
'..فحتى المغرب لا يتشرف بلاعب متلك و لا يشرف ان تحمل قميص الاسود ',negative,positive,positive,negative,positive,negative,negative,positive,positive
'لا نريد من بدّلنا',negative,negative,negative,negative,positive,positive,negative,positive,positive
'حمزة منديل.ليس مؤهلا لحمل القميس الوطني لحد الآن',negative,negative,negative,negative,positive,negative,negative,positive,positive
'مايحدت إلا بسبب بعدنا عن ديننا،فحسبنا الله و نعم الوكيل',negative,negative,negative,negative,positive,negative,positive,positive,positive
'ما كانت العذراء ليدنس شرفها لو كان حولها رجال، هدا القرار عرى العرب و أبانهم ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'سوقو خاوي ناقص خصوصا بعدما تعرفنا على المنتخبات اللي غادي نلعبو ضدها في المونديال اللي فرط يكرط',negative,negative,negative,negative,positive,negative,negative,positive,negative
'منك لله يا ترامب ربنا كبير وقادر على نصر فلسطين الله منتقم جبار',negative,positive,positive,negative,positive,negative,positive,positive,positive
'حتی الان لافهم اغلب الناس يلمون ترامب و دولۃ الصهاينۃ .القدس بيعت من قبل مصر و ال سعود و دولۃ الماسونيۃ الامارات و سكوت العالم الاسلامي لهذا اقول كفی ثرثرۃ نحن نندد و نشجب وووو ولكن ماذا قدمت للقدس حتی تغضبون النفاق النفاق ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'ربنا معاكم',negative,positive,positive,negative,positive,positive,negative,positive,positive
'ذا أردنا القدس وفلسطين فلا بد لنا من صلاح الدين آخر.',negative,positive,positive,negative,positive,negative,positive,positive,positive
'هذا كله لا علاقة له بالحقيقة . الحقيقة الواضحة والمرة هي ! بيع حكام العرب للقدس',negative,negative,negative,negative,positive,negative,negative,positive,negative
'المسلمون يحاربون بعضهم البعض ',negative,negative,negative,negative,positive,positive,negative,positive,positive
'اتفق عرب الا يتفقوا اما سياسة فرنسا فهي سياسة فرق تسد الذي اثمرت نتائجها في تفريق دولتين التي من مفروض يجمعهماا تاريخ و لغة مشتكرة وبالتالي فرنسا رابحة مع طرفين وشكرا',negative,negative,negative,negative,positive,negative,negative,positive,positive
'تظاهرات ما تطعمي خبز ههههههه ستين سنة هههههه',negative,negative,negative,negative,positive,positive,negative,positive,negative
'صحافي مريض متقوقع في ما وضع فيه من طرف حكام بلاده',negative,negative,negative,negative,positive,negative,negative,positive,negative
'لا لا نريدك مع المنتخب المغربي فما لدينا يكفينا و زيادة. أنت اخترت و انتهى الأمر ',negative,negative,negative,negative,positive,negative,positive,positive,positive
'لا يحق له ان يأخد مكان من حارب على اتأهل في أفربقيا',negative,negative,negative,negative,positive,negative,negative,positive,positive
'شي يتقاتل شي يديها باردة هادو باغيين يديرو امشاكل لالمنتخب الاعبين ماي قبللوشي بهاد المنظر ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'أرفض رفضا مطلقا مشاركة هذا اللاعب ضمن المنتخب المغربي',negative,negative,negative,negative,negative,positive,negative,positive,positive
'الصيف ضيعت اللبن. يجب ان تكون عبرة للخلف ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'المونديال للاسود اللذين كافحوا من اجله وحققوا التأهل لا للخونة ',negative,negative,negative,negative,positive,negative,positive,positive,positive
'انه لأمر محزن ويحز في التفس ما نقرأه من تعاليق بعض المغاربة المغتربين.',negative,negative,negative,negative,positive,negative,negative,positive,negative
'انك وأمثالك لن تعرفوا الم الهجرة الا عند تقدمكم في السن وعندما يتلقون النظرات المهينة من سكان البلد الذي تقطنون به ',negative,negative,negative,negative,negative,negative,negative,positive,negative
'اقول لك نصيحة شخصيا ايها الفتى الحدادي، دع لقجع والمدرب والمنتخب مركزين في مجموعتهم المتجانسة القوية، ولا تشوش عليهم',negative,negative,negative,negative,positive,negative,positive,positive,positive
'نحن ضد عودته تماما الخائن يبقى خائن نريد لاعبين وطنيين حتى النخاع ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'هذا الرجل ليست لديه أية وطنية لأن همه الوحيد هو الظهور على حساب المغرب وتحقيق النجومية على حساب المغرب',negative,negative,negative,negative,positive,negative,negative,positive,negative
'بلداننا باختصار لا تشكو من قلة الموارد هي فقط تعاني من كثرة اللصوص و سطوتهم و تحالفهم و تآزرهم في مواجهة الشعب ',negative,negative,negative,negative,positive,negative,negative,positive,positive
'ا نريد شركات تنهج الغموض و لا تحترم الزبناء',negative,negative,negative,negative,positive,negative,negative,positive,negative
'لن ترضى عنا اليهود ولا النصارى حتى نتبع ملتهم يا غبي',negative,negative,negative,negative,positive,negative,negative,positive,negative
'هههههههههه.......سؤال غبببي جدااا...',negative,negative,negative,negative,positive,negative,positive,positive,positive
'قرد صغير يضحك على عقول الملايين من العرب والمسلمين،،',negative,negative,negative,negative,positive,negative,negative,positive,negative
"'سؤال غبي و جواب ذكي .. والله الا كل نهار العرب يثبتون و بقوة انهم اتفقوا الا يتفقوا و انهم يعادون بعضه و هذا كان مدخلا ممهدا لليهود لتكملة ""الباهية ""'",negative,negative,negative,negative,positive,negative,negative,positive,negative
'انا كنت من اشد المدافعين عن سوني xperia و لكن بعدها صدمت من جودة الصوت. تسمع صوت المتصل ضعيفا مقارنة بهواتف اخرى. هل من تعليق sony ',negative,negative,negative,negative,positive,negative,negative,positive,negative
'الشروط والقوانين السياقة. وأين التطبيق القوانين السياقة. حرب الطروق في المملكة تقثل الرواح باهيضة',negative,negative,negative,negative,positive,negative,negative,positive,negative
