text,manually_annotated,weighted_by_logisticRegression,weighted_by_none,weighted_by_f1,weighted_by_auc,weighted_by_recall,weighted_by_precision,weighted_by_accuracy,weighted_by_loss
يستاهل,positive,negative,negative,negative,positive,positive,negative,positive,positive
شكون عندو يصيفطها لي شكرا,positive,negative,negative,negative,negative,negative,negative,positive,positive
 الله يعطيك الصحة,positive,positive,positive,positive,positive,positive,positive,positive,positive
ونعم الرجل رضا شكرا بزاف,positive,negative,negative,negative,positive,negative,negative,positive,positive
خويا رضا سير الله يسهل عليك,positive,positive,positive,negative,positive,positive,positive,negative,positive
نتي بعدا صدمتني فيك,negative,positive,positive,positive,positive,positive,positive,positive,positive
الله يحفظك والله فرحتيني شكرا,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يسلمك ياك لاباس عليكم بعدا,positive,positive,positive,positive,positive,positive,positive,positive,positive
ندمنتي لي رجعت,negative,negative,positive,positive,positive,positive,negative,positive,positive
بتوفيق اخويا العزيز تبارك الله عليك,positive,positive,positive,positive,positive,positive,positive,positive,positive
راكم فالبال,positive,positive,positive,positive,positive,positive,positive,positive,positive
ترحب بيك جنة غ ضربت طليلة حيت توحشتكم ,positive,positive,positive,positive,positive,positive,positive,positive,positive
اش خباركم,positive,negative,negative,negative,negative,positive,negative,positive,negative
اللهم اميين يارب جزاك الله خير اخوي,positive,positive,positive,positive,positive,positive,negative,positive,positive
تحريض علي الكراهية,negative,positive,positive,positive,negative,positive,positive,negative,negative
الله يكمل عليك بالخير يارب,positive,negative,negative,negative,negative,negative,positive,positive,positive
عايشة حالة حزن,negative,negative,negative,negative,negative,negative,negative,negative,negative
 الله يخليها سلعة من شي بعضين,negative,negative,negative,negative,negative,negative,negative,negative,negative
الحمدالله ياربي علي كلشي,positive,positive,positive,negative,positive,positive,positive,positive,positive
الله يحفظك,positive,positive,positive,positive,negative,positive,positive,negative,negative
الله يفرحك,positive,negative,negative,negative,positive,positive,negative,positive,positive
كتحطني امام امر الواقع مرحبا بيكم نعام سيدي,positive,positive,positive,positive,positive,positive,negative,positive,positive
الله يكثر من امثالك,positive,negative,negative,negative,negative,negative,negative,negative,negative
في امان الله اختي متنساينيش من دعوات الله يحفظك والله محتاجة شي دعوات من القلب الله يفرج همكم يارب,positive,positive,positive,negative,positive,positive,positive,positive,positive
الله الله حنا نستاهلو ,positive,negative,negative,positive,positive,positive,negative,positive,positive
بنت الدار الكبيرة مستحيل تقلق ,positive,positive,positive,positive,positive,positive,positive,positive,positive
والله معزتكم كبيرة,positive,positive,positive,positive,positive,positive,positive,positive,positive
ويسعدك يارب انت شخص عزيز كثير وانت عارف,positive,negative,negative,negative,positive,negative,negative,positive,negative
اميين يارب والله كتفرحوني بكلامكم ,positive,positive,positive,positive,positive,positive,positive,positive,positive
الله يفرحك,positive,positive,positive,positive,positive,positive,negative,positive,positive
عيد ميلاد سعيد كل عام وانتي بألف خير وصحة وسلامة يارب,positive,positive,positive,negative,positive,positive,positive,positive,positive
لاباس عليك اختي الله يشافيك,positive,positive,positive,negative,positive,positive,positive,positive,positive
وجوه الويل,negative,negative,negative,negative,positive,negative,negative,positive,positive
الله يشافيك اختي مايكون باس,positive,negative,negative,negative,negative,negative,negative,negative,positive
الله يرحمها ويغفر لها يارب,positive,positive,positive,positive,negative,positive,positive,negative,positive
عيب ندخلو فالخصوصات ,negative,positive,positive,positive,positive,positive,positive,positive,positive
الله يتقبل اجرك في امان الله ,positive,negative,negative,negative,positive,negative,negative,negative,negative
الله يشافيها ويعافيها يارب,positive,negative,negative,negative,positive,positive,negative,positive,positive
اسيدي مسامحينك,positive,positive,positive,positive,positive,positive,negative,positive,positive
عيب تضحك علي خلق الله قلة أدب,negative,positive,positive,positive,positive,positive,positive,positive,positive
ضحكتني,positive,negative,negative,negative,negative,negative,negative,negative,negative
بصحتك,positive,negative,negative,negative,positive,negative,negative,positive,positive
اوا الحمد لله,positive,negative,negative,negative,positive,negative,negative,positive,positive
لٱ حول ولا قوة يارب تلطف الخبث و الإجرام,negative,negative,negative,positive,positive,positive,negative,positive,positive
انا معاك خويا العزيز,positive,positive,positive,positive,positive,positive,positive,positive,positive
ها علاش تركيا قوية و مزدهرة,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله اكثر خيركم,positive,negative,negative,negative,positive,negative,negative,positive,positive
الله ازين الصنعة,positive,positive,positive,positive,positive,positive,positive,positive,positive
تفكروا ناس الخير فحياتكم و لو برحمة ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 اللهم آمين خويا شكرا ,positive,positive,positive,positive,positive,positive,positive,negative,positive
 مافيها باس و كوليها يدعي معاك ,positive,negative,negative,negative,positive,negative,negative,positive,positive
 الله يكون معاه دريويش ,positive,positive,positive,negative,positive,positive,positive,positive,positive
 كلشي موجود الحمد لله و أنت كيف الحال ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 لا غير ضاحكين ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 نتايا مكلخ,negative,negative,negative,negative,positive,negative,negative,positive,negative
 في رأيي مبادرة مزيانة ,positive,negative,negative,negative,negative,negative,negative,negative,negative
 يا ربي آمين أنا وياك خويا ,positive,negative,negative,negative,negative,positive,positive,negative,positive
 الله يعمرها دار,positive,negative,negative,negative,positive,positive,positive,positive,positive
 ظرافات ولد الناس عزيز علينا و الله شاهد,positive,negative,negative,negative,negative,negative,negative,positive,positive
 الله ينجيك و يبارك فيك خويا عمر شكرا جزيلا ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 يرحب بيك الخير خويا لعزيز شكرا ,positive,negative,negative,negative,negative,negative,negative,negative,negative
إلى اللقاء دوزوا بخير ,positive,negative,negative,negative,negative,negative,negative,positive,positive
 انا مغربي مائة في المائة اخي غير ضاحكين ,positive,positive,positive,positive,positive,positive,positive,negative,negative
الطموح هو ما تخليش فرحتك باللي حققتي اليوم تنسيك في واجباتك ديال غدا إن شاء الله ,positive,negative,negative,negative,negative,negative,negative,negative,negative
تحية للي كان فالبال و مازال ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 لا بصح نيت كاين اللي يستاهلو ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 و يحفظك ليا و ينجيك خويا محمد ,positive,negative,negative,negative,negative,negative,negative,negative,negative
 الله يبارك فيك آلعزيز تفكرتينا ,positive,negative,negative,negative,negative,negative,negative,positive,positive
 الله يعطيك الصحة و الخير ,positive,negative,negative,negative,negative,negative,negative,negative,negative
يسعد مساكم ,positive,negative,negative,negative,negative,negative,negative,negative,negative
 هذا هو لكلام الواجب درناه ,positive,negative,negative,positive,positive,positive,positive,negative,negative
 و نعم بالله و خليك معانا على وجه الله آوجه الله ,positive,negative,negative,negative,positive,negative,negative,positive,positive
 شرح معقول و منطقي راك فرحان ,positive,positive,positive,negative,positive,negative,positive,positive,positive
 الله يخلف عليك ,positive,negative,negative,negative,positive,positive,negative,positive,positive
 العفو خويا انا ما قلتش العكس ,positive,positive,positive,negative,positive,negative,positive,positive,positive
 متافقين ,positive,positive,positive,negative,positive,positive,positive,positive,positive
 للأسف الشديد تخصصي ماشي بيطري ,negative,negative,negative,negative,negative,negative,negative,positive,positive
 الله اكمل عليكم بخير ان شاء الله و يفرحكم و يصلح الوليدات يارب,positive,negative,negative,negative,positive,negative,negative,positive,positive
 امين يفرحك و تحققي كاع متمنيتي ان شاء الله ,positive,negative,negative,negative,positive,positive,negative,positive,positive
 الله يعزك و يوفقك خاي ياسر كل الامتنان لك صديقي ,positive,negative,negative,negative,negative,negative,negative,negative,negative
 وانت اعز صديقة فهاد الفضاء صريحة وواضحة ,positive,positive,positive,negative,negative,positive,positive,negative,negative
 انها الشخص المناسب جدا ,positive,negative,negative,negative,negative,positive,positive,negative,negative
 هو زوين اكون شوية داللعب المتعة كاين تما ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 الله احفظك خويا ,positive,positive,positive,negative,positive,positive,positive,negative,positive
العز اخويا شكرا ,positive,negative,negative,negative,negative,negative,negative,negative,negative
 اذن المشكل مشكل ثقافة في الاساس ثقافة الحوار ثقافة تقبل الاخر ثقافة التعايش حتى ثقافة الحب ناقصة عندنا,negative,positive,positive,positive,positive,positive,positive,positive,positive
 مصيبة هادي,negative,negative,negative,negative,negative,negative,negative,positive,positive
هادي متفق معاه ,positive,negative,negative,negative,negative,positive,negative,positive,positive
 غا ضاحكين,positive,negative,negative,negative,positive,negative,negative,positive,positive
 اللهم امين الله يجازيك بخير امامنا كنت محتاج هاد الدفيعة ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 مقتنع بهاد الفكرة ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 و لا اروع بزيرو درهم ,positive,negative,negative,negative,negative,negative,negative,positive,positive
 بلاش منو هاد الكادو ندمتونا,negative,negative,negative,negative,negative,negative,positive,negative,negative
 ها الصح الله يعطيك الصحة فكرة زوينة ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 الله اعزك شكرا على المساعدة,positive,negative,negative,negative,negative,negative,negative,negative,negative
 للاسف الشديد لقد حاولت جاهدا واخا مربحناش و لكن المهم هو المشاركة ,negative,negative,negative,negative,positive,negative,negative,negative,negative
صباح الخير الفياق بكري قد يكون احيانا جيد واخا ماشي ديما,positive,negative,negative,negative,negative,negative,negative,negative,negative
 اللهم امين نضحكو و نشطو هنا هذا هو المهم,positive,negative,negative,negative,negative,negative,negative,negative,positive
 غنمشي نشوف شكرا تحياتي ,positive,negative,negative,negative,negative,negative,negative,negative,negative
 حامض,negative,positive,positive,negative,positive,positive,positive,positive,positive
 نشوفو شي وقت ان شاء الله راك عزيز أخي,positive,negative,negative,negative,negative,negative,negative,negative,negative
 غا ضاحك معاك ,positive,positive,positive,positive,negative,positive,positive,negative,negative
 وجهة نظر تحترم انا مازال كنقلب على شي واحد تعطيني تعريف حقيقي ملموس لهاد مصطلح وطن ,positive,negative,negative,negative,positive,negative,negative,positive,positive
 زادت على القياس عبودية ماشي غا تبعية,negative,positive,positive,positive,positive,positive,positive,positive,positive
 على سلامتك خويا الدنيا مراحل و فصول,positive,positive,positive,positive,positive,positive,negative,positive,positive
 الله يرحمو مسكين,positive,positive,positive,positive,positive,positive,positive,positive,positive
 فكرتيني فيه الله يفكرك فالشهادة نسيت كاع درك العشا,positive,positive,positive,positive,positive,positive,positive,positive,positive
 معتبر نفسك صاحب حق و أنت غارق في جهلك,negative,positive,positive,negative,positive,positive,positive,positive,positive
 شوية و تبان على حقيقتك الوسخة,negative,positive,positive,positive,positive,positive,positive,positive,positive
سامو من الناس اللي نجحوا فحياتهم و مشاو بسرعة ,positive,negative,negative,positive,positive,positive,negative,positive,positive
 الحكرة خايبة لكن كما تدين تدان,negative,negative,negative,negative,negative,negative,negative,positive,positive
 شفتي نيتك ناقصة ,negative,positive,positive,positive,positive,positive,positive,positive,positive
 الكلام الموزون ماشاء الله,positive,positive,positive,positive,positive,positive,positive,positive,positive
 الله يخليها ليك,positive,positive,positive,negative,positive,positive,negative,positive,positive
 معلوم هانية الى خسرتيها على راسك و لا على شي ناس عزاز,positive,negative,negative,negative,positive,negative,negative,positive,positive
رجاء اليوم الفوز ديالكم من دون شك تواضع كبير منك هذا ,positive,negative,negative,negative,negative,negative,negative,negative,negative
 غير كنضحك معاك العفو,positive,negative,negative,negative,positive,negative,negative,positive,positive
 الله يعطيك الصحة,positive,positive,positive,positive,positive,positive,positive,positive,positive
 احتراماتي لبحال هاد الرجالة الكبار,positive,negative,negative,negative,negative,negative,negative,negative,negative
 الله يشافي و يعافي,positive,negative,negative,negative,negative,negative,negative,negative,negative
 الله يرضى عليك,positive,negative,negative,negative,positive,negative,negative,positive,positive
 الله يهدي الجميع,positive,positive,positive,positive,positive,positive,positive,positive,positive
أهلا صديقي وا فين غبورك,positive,positive,positive,negative,positive,negative,negative,positive,positive
 الله يخفف ما نزل و يلطف,positive,positive,positive,positive,positive,positive,positive,positive,positive
الواحد هو اللي يسافر و يتبرع و يبدل الجو ,positive,negative,negative,negative,negative,positive,positive,positive,positive
 الله يخفف ما نزل و يصبركم,positive,negative,negative,negative,negative,negative,negative,negative,negative
 الله يشافيك حتى انت خويا,positive,positive,positive,positive,positive,positive,positive,positive,positive
 ما بقاش يحشم,negative,negative,negative,negative,positive,positive,positive,positive,positive
صباحكم مبروك,positive,negative,negative,negative,positive,positive,negative,positive,positive
 الله يعطيك الصحة,positive,negative,negative,negative,negative,negative,negative,negative,negative
 غير كنضحك عارف اللي كاين,positive,negative,negative,negative,negative,negative,negative,positive,positive
 سيري أ سعاد الله يفرحك,positive,negative,negative,negative,positive,negative,negative,positive,positive
 كتموت على الرديلة انت,negative,negative,negative,negative,positive,positive,negative,positive,positive
و الله الى عندك الحق سير عالله,positive,positive,positive,positive,positive,positive,positive,positive,positive
 الله يرضى عليك أ ولدي,positive,positive,positive,negative,negative,negative,positive,positive,positive
 امين الحاج و الله يحفظ ليك وليداتك,positive,positive,positive,positive,positive,positive,negative,positive,positive
 الله يهدي ما خلق,positive,positive,positive,positive,positive,positive,positive,positive,positive
 الله يقبل,positive,positive,positive,positive,positive,positive,positive,positive,positive
 الحضارة ديال بالصح,positive,negative,negative,negative,negative,negative,negative,positive,positive
ينعل بوها كرة فهاد البلاد,negative,negative,negative,negative,negative,negative,negative,negative,negative
الله يهديه,positive,negative,negative,negative,positive,positive,positive,positive,positive
 بناتي كيحماقو عليهم علاش الله أعلم,positive,negative,negative,negative,positive,negative,negative,positive,positive
صباح النور الناس العزاز,positive,positive,positive,positive,positive,positive,positive,positive,positive
 الله يعاونك على مشاغلك ,positive,negative,negative,negative,negative,negative,negative,negative,negative
 الله يحفظك,positive,negative,negative,negative,negative,negative,negative,negative,negative
 هاد الناس واعرين و بزاف,positive,negative,negative,negative,positive,negative,negative,positive,negative
 الله يخلف,positive,negative,negative,negative,positive,negative,negative,positive,positive
 ربي كبير الحمد لله على كل حال,positive,negative,negative,negative,negative,negative,negative,negative,negative
 الله يشافي و يعافي ,positive,negative,negative,negative,negative,negative,negative,negative,negative
كاين اللي لا زين لا أخلاق,negative,negative,negative,negative,negative,negative,negative,negative,negative
 مابقى لا احترام لاوالو,negative,negative,negative,negative,positive,negative,negative,positive,positive
الله يحفظه و يخليه ليه ,positive,positive,positive,negative,positive,negative,positive,positive,positive
 فلوس حرام ,negative,positive,positive,positive,positive,positive,positive,positive,positive
 كنت غادي نعس ولكن فرحة مان يونايتد جعلتيني لا اشغر بنوم ,positive,negative,negative,negative,negative,negative,negative,positive,positive
كاينة واحد فئة من جماهير ريال العربية قمة الحقد والكراهية ولا يعرفون ان كرة القدم مرة لك ومرة عليك ,negative,positive,positive,negative,positive,positive,positive,positive,positive
قلت ليكم ان بارصا فريق ضعيف جدا جدا,negative,negative,negative,negative,positive,positive,negative,positive,positive
 ريتم الوداد مرتفع بزاف ,positive,negative,negative,negative,negative,negative,negative,negative,negative
 قهرتنا غير ببلاغات,negative,positive,positive,positive,positive,positive,positive,positive,positive
عمرني شفت بارصا تلعب بهذا اسلوب حقير فقير,negative,negative,negative,positive,positive,positive,negative,positive,positive
 ختي انا اسف تصبحون على الخير واقسم اني لن اقول كلمة بعد الان تحياتي ,positive,positive,positive,negative,positive,positive,positive,positive,positive
 نتا ماشي راجل محترم وغير جدير بالإحترام,negative,positive,positive,negative,positive,positive,positive,positive,positive
 كورة ساهلة,positive,positive,positive,positive,positive,positive,positive,positive,positive
 نتا ماشي رجل من كلام باينة كاع مامربي,negative,positive,positive,positive,positive,positive,positive,positive,positive
 ديما جمهور ردجا كدير كوارث,negative,negative,negative,negative,negative,negative,negative,negative,positive
 تعالى ياحبيبي تعالى,positive,negative,negative,negative,negative,negative,positive,negative,negative
 مزيان ياجميل,positive,positive,positive,positive,positive,positive,positive,positive,positive
 عزيز عليا صبر,positive,negative,negative,negative,negative,negative,negative,positive,positive
 خاصك يكون عندك صبر راها المفاجأة,positive,negative,negative,negative,positive,positive,positive,positive,positive
 بشفاء العاجل ان شاءالله,positive,negative,negative,positive,positive,positive,negative,positive,positive
 مرحبا بيك,positive,negative,negative,negative,negative,negative,negative,positive,positive
 رجل معقول هذا ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 حقد والكراهية لكاينة هنا سلامة واصافي,negative,negative,negative,negative,negative,negative,negative,negative,negative
 الحقد والكراهية بنت حرام,negative,positive,positive,positive,positive,positive,positive,positive,positive
 تحكيم المغربي فاسد وظالم فحق الوداد فقط,negative,positive,positive,positive,negative,positive,positive,negative,negative
مزيان,positive,negative,negative,negative,positive,negative,negative,positive,positive
 حمدلله عالسلامة اختي,positive,positive,positive,negative,positive,negative,positive,positive,positive
 اللهم آمين اختاه الليحفطك ينجيك من شر الخلق,positive,negative,negative,negative,negative,negative,negative,negative,negative
ظلم بلاد كحلة ,negative,positive,positive,positive,positive,positive,positive,positive,positive
 بحكم المعرفة ديال يمكن ليك تشد القران الكريم وتقرا ما شاء الله وها نتا بخير وصحة وعافية ان شاءالله لا تقترب من اصحاب النفوس ضعيفة,positive,positive,positive,negative,positive,positive,positive,positive,positive
 لا اتفق معك الشعب المغربي ماشي القطيع,negative,negative,negative,negative,negative,negative,negative,negative,negative
 بعكس انا اكن لك كل الاحترام والتقدير لشخصك,positive,negative,negative,negative,positive,negative,positive,negative,negative
 الله يحفظها ليكم اخاي حمزة,positive,positive,positive,positive,positive,positive,positive,positive,positive
 انا كنحب الخير لجميع الانسانية احب سلام ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 فاش تشوف هذا فرحة كاملة اعلم ان الدي امامك انسان ناجح,positive,negative,negative,negative,positive,negative,positive,positive,positive
 زوين الله ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 مستوى ضعيف بزاف ,negative,negative,negative,negative,negative,negative,negative,positive,positive
 لاعبين ضعاف بشكل لا يصدق,negative,negative,negative,negative,negative,negative,negative,negative,negative
 والله كثرة علينا الفضائح هذه ايام,negative,positive,positive,positive,positive,positive,positive,positive,positive
 صافي مبروك عليكم نابغة,positive,positive,positive,positive,positive,positive,positive,positive,positive
 مشكلة كبيرة يسحاب ليه داكشي غادي يمر بدون حساب اليوم القيامة,negative,positive,positive,negative,positive,negative,positive,positive,positive
 بصحتك,positive,positive,positive,positive,positive,positive,positive,positive,positive
 اول مرة اتفق معك جيد جيد,positive,negative,negative,negative,negative,negative,negative,negative,negative
 زعما راك استاذ خاص تغريدات ديالك تكون القمة في اخلاق,negative,negative,negative,negative,positive,positive,negative,positive,positive
 هانية اخويا اشرف غير ضاحكين حمدلله,positive,positive,positive,positive,positive,positive,positive,positive,positive
 احبك فالله ,positive,positive,positive,negative,positive,positive,positive,positive,positive
 والله العظيم هذا الولاية الشوهة ديال بصح ,negative,positive,positive,positive,positive,positive,positive,positive,positive
 ظلم هذا,negative,negative,negative,negative,negative,negative,negative,positive,positive
 مصيبة هذا البلاد والله,negative,negative,negative,negative,negative,negative,negative,negative,negative
 للاسف ملعب خيب بزاف,negative,positive,positive,negative,positive,negative,positive,positive,positive
 هذا بنت كتعجبني طبيعية بزاف ,positive,negative,negative,negative,negative,negative,negative,negative,negative
 نقرا هذا كتاب نمرض اخاي بكل صراحة القمة البؤس والشقاء مع كتاب ,negative,positive,positive,positive,positive,positive,positive,positive,positive
 ابتسامة عريضة ماشاء الله الله يفرحك ازين,positive,negative,negative,negative,positive,positive,negative,positive,positive
 المنكر هذا ,negative,negative,negative,negative,positive,negative,negative,positive,positive
 طريقة باش طاح مضحكة للغاية حكم ياسلام ,positive,negative,negative,negative,negative,negative,positive,positive,positive
 الفقراء ليهم الله اخاي,positive,negative,negative,negative,positive,positive,negative,positive,positive
 دم المغربي اصبح رخيص,negative,negative,negative,negative,positive,negative,negative,positive,positive
 يحبك الخير ابنتي العزيزة,positive,negative,negative,positive,negative,positive,negative,negative,positive
 الناس السوس طيبين ,positive,negative,negative,negative,negative,negative,positive,negative,negative
 الله يعلم من قتلها الله يأخذ فيه الحق,negative,positive,positive,positive,positive,positive,positive,negative,positive
 حمدلله باقي قادر نضحك الناس,positive,positive,positive,positive,negative,positive,positive,negative,negative
 بوطيب لاعب جيد ,positive,negative,negative,negative,positive,negative,negative,positive,positive
 بشفاء العاجل اخي,positive,negative,negative,negative,negative,negative,negative,positive,negative
 بصحتك ابنت عمي بدوام الصحة والعافية وكل عام وانتي بالف خير,positive,negative,negative,negative,negative,negative,negative,negative,negative
 الله سترنا اختي,positive,negative,negative,negative,negative,negative,negative,negative,negative
 وياه اتفق بشدة,positive,positive,positive,positive,positive,positive,positive,positive,positive
بصحتكم,positive,negative,negative,negative,negative,negative,negative,negative,negative
 تخربيق اصافي,negative,positive,positive,positive,positive,positive,positive,negative,negative
 بنت زينة بعقلها ماشاء الله عليها ,positive,negative,negative,negative,positive,negative,positive,positive,positive
 المعروف عليكم تخلويظ من الزمان هذا تأجيل كله فصالح ديالكم,negative,negative,negative,negative,positive,positive,positive,positive,positive
 ايها كافر فاسق ,negative,negative,negative,negative,negative,positive,negative,negative,negative
 قناة مريضة ,negative,negative,negative,negative,negative,positive,negative,positive,positive
 الناس في القرن واحد والعشرين باقين تصدقو هذا الخرافات والأساطير,negative,negative,negative,positive,negative,positive,negative,positive,positive
 تكذبون حتا على اموت ياسبحان الله ,negative,negative,negative,negative,negative,negative,negative,negative,negative
 حدراف معروف بي اخلاق ديالو,positive,negative,negative,negative,positive,positive,negative,positive,positive
صحيح دكشي لي كاين يا اختي ,positive,negative,negative,negative,negative,positive,negative,positive,positive
الله يحفظك يا فخر المغرب ,positive,positive,positive,positive,positive,positive,positive,positive,positive
اليد غادية في تحسن الحمد لله بدا يتجمع أثر الجرح فقط نتمنى ميبقاش اثر الحرق في الأخير ,positive,positive,positive,negative,positive,positive,positive,positive,positive
الجامعة مافيا ,negative,negative,negative,negative,negative,negative,negative,negative,negative
ياربي يشافيها ويعافيها ,positive,negative,negative,negative,negative,positive,positive,positive,positive
هو بصراحة قال الحق ,positive,negative,negative,negative,negative,negative,negative,negative,negative
جميل نشريه ,positive,positive,positive,negative,positive,negative,positive,positive,positive
صباح الخير لباس عليكم ,positive,positive,positive,negative,positive,negative,positive,positive,positive
انا كنعرفك ومتشرف بمعرفتك ,positive,negative,negative,negative,positive,negative,positive,positive,positive
هذا السيد خدم البلاد بالزاف خاصو يستمر ,positive,negative,negative,negative,positive,negative,negative,positive,positive
بصراحة انا معك فهذا الرأي ,positive,positive,positive,positive,positive,positive,positive,positive,positive
حشومة عليهم ,negative,negative,negative,negative,negative,negative,negative,negative,negative
 اه اوك متشرفين ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 كنفرح لفرحتكم ,positive,positive,positive,positive,positive,positive,positive,positive,positive
تبارك الله كتهضر بحال المغاربة ,positive,negative,negative,negative,negative,negative,positive,negative,negative
الله يعز الحكام ,positive,negative,negative,negative,negative,negative,negative,negative,negative
واخا يا لالة ,positive,positive,positive,negative,positive,positive,positive,positive,positive
نتمنى يكون بيخير دابا ,positive,negative,negative,negative,negative,positive,negative,positive,positive
الله يجعل السلامة ,positive,positive,positive,negative,positive,positive,positive,positive,positive
مشكلة هذه الكرة والله انا بعض المرات كنقول صافي مبقيش نتفرج مبقاش هذا الشيء لعبة ,negative,negative,negative,negative,negative,negative,negative,negative,negative
والله العظيم الى كلامي صحيح ,positive,positive,positive,positive,positive,positive,positive,positive,positive
السلامة ياربي هذا الشيء ولى يخلع للأسف,negative,negative,negative,negative,positive,negative,negative,positive,positive
نقول مبروك ,positive,negative,negative,negative,negative,negative,negative,negative,negative
الله يحفظك اخويا شكرا ,positive,negative,negative,positive,positive,positive,negative,positive,positive
باقي الخير في الناس,positive,negative,negative,negative,negative,negative,negative,positive,positive
الله يرحمه ويوسع عليه ,positive,positive,positive,positive,positive,positive,positive,positive,positive
كديرو الغيبة والنميمة ,negative,positive,positive,negative,positive,positive,positive,positive,positive
بقى فيا الحال,negative,positive,positive,positive,positive,positive,positive,positive,positive
بارعة ,positive,positive,positive,positive,positive,positive,positive,positive,positive
أجوبة قيمة جدا استفدت كثيرا والله مغسي كثير ,positive,negative,negative,negative,negative,negative,negative,positive,positive
مرحبا هذيك كتبقى كرة قدم مخصش تفرقنا وتخلينا مضاربين ,positive,positive,positive,positive,positive,positive,positive,positive,positive
الرجاء محليا ناقصة ,negative,positive,positive,positive,positive,positive,positive,positive,positive
شكرا بالزاف لما نجي نزوركم ان شاء الله ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 والله اني استفدت اشياء من هذه البنت عجيبة الله يرحم من رباك وعلمك ,positive,positive,positive,negative,negative,negative,positive,positive,positive
شكرا بزاف معلومات قيمة في انتظار أسئلة أخرى ,positive,negative,negative,negative,negative,negative,negative,negative,negative
لا المجرم خاص تبقى تعذبو شوية بشوية ,negative,positive,positive,positive,positive,positive,negative,positive,positive
حشومة عليهم,negative,negative,negative,negative,negative,negative,negative,negative,negative
مشات فيها الرجاء للأسف ,negative,negative,negative,negative,negative,negative,negative,negative,negative
الرجاء مشات فيها يا خويا ,negative,negative,negative,negative,negative,negative,negative,negative,negative
للاسف المنشار على كل من ينجح ,negative,negative,negative,negative,positive,positive,positive,positive,positive
اش هذ القرعة المريضة دارت لنا الكاف الفرق المغربية كلها في مجموعة واحدة ,negative,positive,positive,positive,positive,positive,positive,positive,positive
هذا المدرب معندك متفهم فيه كيخربقها ويخليها ,negative,negative,negative,negative,positive,negative,negative,positive,negative
كذوب ,negative,negative,negative,negative,positive,negative,negative,positive,positive
لا غير حيث عرفت قلبك كبير ,positive,negative,negative,negative,negative,negative,negative,negative,negative
تحرك وبعد ولدك على هذه المصيبة راها خرجات على شحال من اسرة ,negative,negative,negative,negative,negative,negative,negative,negative,negative
رائعة أحسنتي ديما ,positive,positive,positive,positive,positive,positive,positive,negative,negative
بحالكم لي خرجو علينا في هذه البلاد المثالية الخاوية ,negative,positive,positive,positive,positive,positive,negative,positive,positive
أرضية الملعب كانت عيانة ,negative,positive,positive,positive,positive,positive,positive,positive,positive
فكرة زوينة ,positive,positive,positive,positive,positive,positive,positive,positive,positive
لباس اختي ربي يحفظك ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 حنا كنعرفوكم خونة من زمان ,negative,negative,negative,negative,negative,negative,negative,negative,negative
 الله اعطيك الصحة فكرتينا في تلك الحياة الجميلة و البسيطة و الجولات ب في جبال الاطلس,positive,negative,negative,negative,negative,negative,positive,negative,negative
 قل مبروك للمغاربة ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 للأسف صدقتي كذاب,negative,negative,negative,negative,positive,positive,negative,positive,positive
 مكاينش مصداقية فأغلب الأحيان,negative,positive,positive,positive,positive,positive,positive,positive,positive
 يكون خير,positive,positive,positive,positive,positive,positive,positive,positive,positive
 داكشي مضخم الله يعطيك الصحه,positive,negative,negative,negative,negative,negative,negative,negative,negative
 المضمون فيك الله يحفظك ختي ,positive,negative,negative,negative,positive,positive,negative,positive,positive
 الله يرحم من قراك ,positive,positive,positive,positive,positive,positive,positive,positive,positive
 اللہ̣̥ يكمل عليك بالخير اختي,positive,negative,negative,negative,negative,negative,negative,negative,negative
 على راسي وعيني في أي وقت مرحبا ,positive,negative,negative,negative,negative,negative,negative,negative,negative
 ماشي خسارة فيك بالصحة,positive,negative,negative,negative,negative,negative,negative,negative,negative
 شكرا أختي الله يكبر بيك,positive,positive,positive,negative,positive,positive,positive,positive,positive
 الله يسلمك ياولدي,positive,positive,positive,positive,positive,positive,positive,positive,positive
 ياربي تشفيها,positive,positive,positive,positive,positive,positive,positive,positive,positive
يالطيف صدمتيني,negative,negative,negative,negative,negative,negative,negative,negative,negative
 الحمد لله عليها أفضل بكثير من بزاف ديال الناس,positive,positive,positive,positive,positive,positive,positive,positive,positive
